drug_name,brand_name,ndc_name,product_strength_desc,route_desc,source_nm
ciprofloxacin,Cipro,66267005820,500 mg,oral,tablet
clindamycin,Clindamycin Hydrochloride,66267006004,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006006,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006008,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006010,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006014,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006021,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006030,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006040,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66267006060,150 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66267007220,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66267007228,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66267007240,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66267007320,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66267007328,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66267007340,500 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66267008506,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66267008510,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66267008514,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66267008520,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66267008530,hyclate 100 mg,oral,capsule
erythromycin,E.E.S.-400 Filmtab,66267008628,ethylsuccinate 400 mg,oral,tablet
erythromycin,E.E.S.-400 Filmtab,66267008640,ethylsuccinate 400 mg,oral,tablet
erythromycin,Ery-Tab,66267008815,333 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66267008821,333 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66267008830,333 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66267008920,500 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66267008928,500 mg,oral,delayed release tablet
erythromycin,Erythromycin Base,66267009020,250 mg,oral,tablet
erythromycin,Erythromycin Base,66267009028,250 mg,oral,tablet
erythromycin,Erythromycin Base,66267009040,250 mg,oral,tablet
erythromycin,Erythromycin Base,66267009120,500 mg,oral,tablet
erythromycin,Erythromycin Base,66267009128,500 mg,oral,tablet
erythromycin,Erythromycin Base,66267009130,500 mg,oral,tablet
erythromycin,Erythromycin Base,66267009140,500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),66267015920,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),66267015930,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),66267015940,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),66267016020,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),66267016028,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),66267016040,V potassium 500 mg,oral,tablet
tetracycline,Tetracycline Hydrochloride,66267020012,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66267020028,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66267020040,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66267020114,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66267020120,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66267020128,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66267020140,500 mg,oral,capsule
cefaclor,Cefaclor,66267025621,500 mg,oral,capsule
cefaclor,Cefaclor,66267025630,500 mg,oral,capsule
cefaclor,Cefaclor,66267026230,250 mg,oral,capsule
levoFLOXacin,Levaquin,66267036307,500 mg,oral,tablet
levoFLOXacin,Levaquin,66267036310,500 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,66267044415,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267071203,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267071210,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267085703,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267085704,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267085903,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267085904,875 mg-125 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091906,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091910,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091914,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091915,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091920,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091928,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091930,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66267091960,500 mg,oral,tablet
erythromycin,E.E.S.-200,66267092700,ethylsuccinate 200 mg/5 mL,oral,suspension
azithromycin,Zithromax,66267092806,250 mg,oral,tablet
bacitracin/neomycin/polymyxin B topical,Triple Antibiotic,66267093030,400 units-3.5 mg-5000 units/g,topical,ointment
bacitracin/neomycin/polymyxin B topical,Triple Antibiotic,66267093115,400 units-3.5 mg-5000 units/g,topical,ointment
silver sulfADIAZINE topical,SSD,66267094350,1%,topical,cream
silver sulfADIAZINE topical,SSD,66267094420,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,66267094520,1%,topical,cream
cephalexin,Cephalexin Monohydrate,66267098120,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,66267098200,250 mg/5 mL,oral,powder for reconstitution
mupirocin topical,Bactroban,66267098615,2%,topical,ointment
mupirocin topical,Bactroban,66267098622,2%,topical,ointment
bacitracin topical,"Bacitracin, Topical",66267098830,500 units/g,topical,ointment
bacitracin topical,"Bacitracin, Topical",66267098915,500 units/g,topical,ointment
amoxicillin-clavulanate,Augmentin,66267099120,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,66267099220,500 mg-125 mg,oral,tablet
amoxicillin,Amoxicillin,66267099315,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,66267099400,250 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267100101,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66267100201,875 mg-125 mg,oral,tablet
nitrofurantoin,Nitrofurantoin Macrocrystals,66336000814,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,66336000828,macrocrystals 100 mg,oral,capsule
erythromycin,Erythromycin Base,66336001720,250 mg,oral,delayed release capsule
erythromycin,Erythromycin Base,66336001728,250 mg,oral,delayed release capsule
clindamycin,Clindamycin Hydrochloride,66336001808,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66336001814,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66336001820,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66336001828,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,66336001842,150 mg,oral,capsule
erythromycin,Erythromycin Base,66336003703,250 mg,oral,tablet
erythromycin,Erythromycin Base,66336003706,250 mg,oral,tablet
erythromycin,Erythromycin Base,66336003720,250 mg,oral,tablet
erythromycin,Erythromycin Base,66336003728,250 mg,oral,tablet
erythromycin,Erythromycin Base,66336003740,250 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,66336005506,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005508,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005510,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005514,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005520,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005528,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005530,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005540,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005560,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336005590,500 mg,oral,capsule
amoxicillin,Amoxicillin,66336007420,875 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,66336007421,250 mg-125 mg,oral,tablet
erythromycin,Erythromycin Base,66336007706,500 mg,oral,tablet
erythromycin,Erythromycin Base,66336007720,500 mg,oral,tablet
erythromycin,Erythromycin Base,66336007728,500 mg,oral,tablet
erythromycin,Erythromycin Base,66336007740,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336009506,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336009510,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336009520,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336009528,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336009530,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336009540,500 mg,oral,tablet
erythromycin,Ery-Tab,66336009803,333 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66336009815,333 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66336009821,333 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66336009830,333 mg,oral,delayed release tablet
cefdinir,Cefdinir,66336010420,300 mg,oral,capsule
erythromycin,Ery-Tab,66336010828,250 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66336010840,250 mg,oral,delayed release tablet
doxycycline,Doxycycline Hyclate,66336010914,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66336010920,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66336010928,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66336010930,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66336010950,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66336010960,hyclate 100 mg,oral,capsule
amoxicillin,Amoxicillin,66336011330,250 mg,oral,"tablet, chewable"
cefaclor,Cefaclor,66336020221,250 mg,oral,capsule
cefaclor,Cefaclor,66336020230,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336022920,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336022928,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336022940,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336022956,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336022984,500 mg,oral,capsule
nitrofurantoin,Macrobid,66336028914,macrocrystals-monohydrate 100 mg,oral,capsule
nitrofurantoin,Macrobid,66336028920,macrocrystals-monohydrate 100 mg,oral,capsule
amoxicillin,Amoxicillin,66336029330,500 mg,oral,tablet
clarithromycin,Clarithromycin,66336034720,500 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,66336036920,250 mg,oral,tablet
levoFLOXacin,Levaquin,66336038607,500 mg,oral,tablet
levoFLOXacin,Levaquin,66336038610,500 mg,oral,tablet
azithromycin,Azithromycin,66336040005,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336041420,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336041428,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,66336041440,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66336043314,250 mg,oral,tablet
tetracycline,Tetracycline Hydrochloride,66336043520,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336043528,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336043530,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336043540,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336043560,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044103,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044106,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044108,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044120,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044128,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044130,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66336044140,250 mg,oral,capsule
doxycycline,Doxycycline Hyclate,66336044914,hyclate 100 mg,oral,tablet
cefaclor,Cefaclor,66336045430,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336048020,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336048028,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,66336048040,250 mg,oral,capsule
metroNIDAZOLE,MetroNIDAZOLE,66336050714,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,66336050721,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,66336050730,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,66336050744,500 mg,oral,tablet
erythromycin,Erythromycin Base,66336058028,250 mg,oral,tablet
erythromycin,Erythromycin Base,66336058030,250 mg,oral,tablet
nitrofurantoin,Nitrofurantoin Macrocrystals,66336059014,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,66336059020,macrocrystals 100 mg,oral,capsule
metroNIDAZOLE,MetroNIDAZOLE,66336059214,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,66336059221,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,66336059228,250 mg,oral,tablet
ampicillin,Ampicillin,66336059330,500 mg,oral,capsule
ampicillin,Ampicillin,66336059340,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336060906,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336060912,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336060920,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336060928,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336060930,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,66336060940,250 mg,oral,capsule
erythromycin,E.E.S.-400 Filmtab,66336061730,ethylsuccinate 400 mg,oral,tablet
erythromycin,E.E.S.-400 Filmtab,66336061740,ethylsuccinate 400 mg,oral,tablet
amoxicillin,Amoxicillin,66336063408,500 mg,oral,capsule
amoxicillin,Amoxicillin,66336063415,500 mg,oral,capsule
amoxicillin,Amoxicillin,66336063421,500 mg,oral,capsule
amoxicillin,Amoxicillin,66336063430,500 mg,oral,capsule
amoxicillin,Amoxicillin,66336063440,500 mg,oral,capsule
amoxicillin,Amoxicillin,66336063442,500 mg,oral,capsule
erythromycin,Ery-Tab,66336064430,500 mg,oral,delayed release tablet
erythromycin,Ery-Tab,66336064440,500 mg,oral,delayed release tablet
erythromycin,Erythromycin Stearate,66336064528,stearate 500 mg,oral,tablet
amoxicillin,Amoxicillin,66336064840,400 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,66336065521,250 mg,oral,capsule
amoxicillin,Amoxicillin,66336065530,250 mg,oral,capsule
levoFLOXacin,Levaquin,66336083005,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66336090310,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66336090314,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66336090320,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66336090328,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,66336090399,500 mg,oral,tablet
clindamycin,Clindamycin Hydrochloride,66336090628,300 mg,oral,capsule
ciprofloxacin,Cipro XR,66336099403,500 mg,oral,"tablet, extended release"
vancomycin,Vancocin HCl Pulvules,66593312502,125 mg,oral,capsule
vancomycin,Vancocin HCl Pulvules,66593312602,250 mg,oral,capsule
ceFAZolin,CeFAZolin Sodium,66647615211,2 g/100 mL-5%,injectable,solution
ceFAZolin,CeFAZolin Sodium,66647615311,2 g/100 mL-NaCl 0.9%,intravenous,solution
vancomycin,Vancomycin Hydrochloride,66647616333,1 g/250 mL-D5%,intravenous,solution
vancomycin,Vancomycin Hydrochloride,66647616433,1 g/250 mL-NaCl 0.9%,intravenous,solution
ceFAZolin,CeFAZolin Sodium,66647802542,1 g/10 mL,injectable,solution
ceFAZolin,CeFAZolin Sodium,66647852665,2 g/20 mL,injectable,solution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685100100,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685100101,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685100200,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685100202,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685101100,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685101101,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685101102,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685101200,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685101201,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,66685101202,400 mg-57 mg/5 mL,oral,powder for reconstitution
epiRUBicin,Epirubicin Hydrochloride,66758004201,2 mg/mL,intravenous,solution
epiRUBicin,Epirubicin Hydrochloride,66758004202,2 mg/mL,intravenous,solution
cefuroxime,Cefuroxime Axetil,66814060120,250 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,66814060160,250 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,66814060220,500 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,66814060260,500 mg,oral,tablet
cefaclor,Cefaclor,66814061070,250 mg,oral,capsule
cefaclor,Cefaclor,66814061170,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66814062070,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66814062080,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66814062170,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,66814062180,500 mg,oral,capsule
ceFAZolin,CeFAZolin Sodium,66860000103,500 mg,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,66860000203,1 g,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,66860000302,10 g,injectable,powder for injection
ampicillin,Ampicillin,66860001102,1 g,injectable,powder for injection
ampicillin,Ampicillin,66860001202,2 g,injectable,powder for injection
ampicillin,Ampicillin,66860001302,10 g,injectable,powder for injection
ampicillin,Ampicillin,66860001502,500 mg,injectable,powder for injection
cefuroxime,Cefuroxime Sodium,66860003003,750 mg,injectable,powder for injection
cefuroxime,Cefuroxime Sodium,66860003103,1.5 g,injectable,powder for injection
cefuroxime,Cefuroxime Sodium,66860003202,7.5 g,injectable,powder for injection
cefotaxime,Cefotaxime Sodium,66860004102,500 mg,injectable,powder for injection
cefotaxime,Cefotaxime Sodium,66860004303,2 g,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,66860007102,250 mg,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,66860007202,500 mg,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,66860007302,1 g,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,66860007402,2 g,injectable,powder for injection
cefuroxime,Cefuroxime Sodium,66860073003,750 mg,injectable,powder for injection
cefuroxime,Cefuroxime Sodium,66860073103,1.5 g,injectable,powder for injection
cefuroxime,Cefuroxime Sodium,66860073202,7.5 g,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,66860090203,1 g,injectable,powder for injection
atovaquone,Atovaquone,66993006272,750 mg/5 mL,oral,suspension
vancomycin,Vancomycin Hydrochloride,66993021019,125 mg,oral,capsule
vancomycin,Vancomycin Hydrochloride,66993021119,250 mg,oral,capsule
DACTINomycin,Dactinomycin,66993048983,0.5 mg,intravenous,powder for injection
doxycycline,Doxycycline,66993081530,40 mg,oral,delayed release capsule
sulfacetamide sodium topical,Sulfacetamide Sodium Topical,66993087555,10%,topical,lotion
sulfacetamide sodium-sulfur topical,Prascion Cleanser,66993090008,10%-5%,topical,liquid
sulfacetamide sodium-sulfur topical,Prascion Cleanser,66993090106,10%-5%,topical,liquid
sulfacetamide sodium-sulfur topical,Prascion Cleanser,66993090112,10%-5%,topical,liquid
sulfacetamide sodium-sulfur topical,Prascion Cleanser,66993090206,10%-5%,topical,liquid
sulfacetamide sodium-sulfur topical,Prascion Cleanser,66993090212,10%-5%,topical,liquid
sulfacetamide sodium-sulfur topical,Prascion RA,66993090445,10%-5%,topical,cream
sulfacetamide sodium-sulfur topical,Prascion FC Cloths,66993090530,10%-5%,topical,pad
sulfacetamide sodium-sulfur topical,Prascion FC Cloths,66993090560,10%-5%,topical,pad
sulfacetamide sodium-sulfur topical,Prascion,66993091931,10%-5%,topical,suspension
sulfacetamide sodium-sulfur topical,Prascion RA,66993092545,10%-5%,topical,cream
mupirocin topical,Mupirocin Calcium,66993094215,2%,topical,cream
mupirocin topical,Mupirocin Calcium,66993094231,2%,topical,cream
amoxicillin,Amoxicillin,67046002021,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,67046009021,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,67046009028,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,67046009030,500 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67046013514,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67046013520,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67046013530,hyclate 100 mg,oral,capsule
penicillin V potassium,Penicillin V Potassium,67046057621,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67046057628,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67046057630,500 mg,oral,tablet
tetracycline,Tetracycline Hydrochloride,67046072830,500 mg,oral,capsule
pentostatin,Nipent,67201080001,10 mg,intravenous,powder for injection
cefdinir,Cefdinir,67253000760,300 mg,oral,capsule
cefdinir,Cefdinir,67253000841,125 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253000846,125 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253000941,250 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253000946,250 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253001106,300 mg,oral,capsule
cefdinir,Cefdinir,67253001241,125 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253001242,125 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253001341,250 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,67253001342,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014010,250 mg,oral,capsule
amoxicillin,Amoxicillin,67253014050,250 mg,oral,capsule
amoxicillin,Amoxicillin,67253014110,500 mg,oral,capsule
amoxicillin,Amoxicillin,67253014208,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014210,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014215,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014308,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014310,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014315,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014410,250 mg,oral,capsule
amoxicillin,Amoxicillin,67253014510,875 mg,oral,tablet
amoxicillin,Amoxicillin,67253014645,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014646,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014647,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014740,200 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014743,200 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014744,200 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014845,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014846,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014847,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014940,400 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014943,400 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253014944,400 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,67253015010,500 mg,oral,capsule
ampicillin,Ampicillin,67253018010,250 mg,oral,capsule
ampicillin,Ampicillin,67253018050,250 mg,oral,capsule
ampicillin,Ampicillin,67253018110,500 mg,oral,capsule
ampicillin,Ampicillin,67253018150,500 mg,oral,capsule
ampicillin,Ampicillin,67253018210,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,67253018220,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,67253018310,250 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,67253018320,250 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,67253020010,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67253020011,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67253020110,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67253020111,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67253020150,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,67253020210,125 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,67253020220,125 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,67253020310,250 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,67253020320,250 mg/5 mL,oral,powder for reconstitution
cefprozil,Cefprozil,67253023110,250 mg,oral,tablet
cefprozil,Cefprozil,67253023205,500 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,67253030010,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,67253030050,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,67253030110,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,67253030150,500 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67253038815,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67253038915,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67253038950,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,67253039115,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,67253039150,hyclate 100 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,67253078002,250 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,67253078102,500 mg,oral,tablet
DACTINomycin,Cosmegen,67386081155,0.5 mg,intravenous,powder for injection
doxycycline,Doxycycline Monohydrate,67405047562,25 mg/5 mL,oral,powder for reconstitution
